Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","23604.36","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","73549.81","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","71525.05","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","77491.55","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","106067.88","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","112640.91","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","103863.15","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","3077.59","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","5778.08","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2020","2020","tonnes","5114.49","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4030","Fertilizers n.e.c.","2018","2018","tonnes","631.39","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4030","Fertilizers n.e.c.","2019","2019","tonnes","65547.52","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4030","Fertilizers n.e.c.","2020","2020","tonnes","53619.55","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2018","2018","tonnes","16400.34","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2019","2019","tonnes","13435.95","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2020","2020","tonnes","15743.38","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","94497.81","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","89705","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","87490.11","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","30006.29","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2019","2019","tonnes","10252.57","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","9344.35","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4026","Other NK compounds","2018","2018","tonnes","204.32","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4026","Other NK compounds","2019","2019","tonnes","271.08","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4026","Other NK compounds","2020","2020","tonnes","134.72","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4024","Other NP compounds","2018","2018","tonnes","6119.66","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4024","Other NP compounds","2019","2019","tonnes","6629","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4024","Other NP compounds","2020","2020","tonnes","6085.73","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2018","2018","tonnes","212.22","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2019","2019","tonnes","3.76","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2020","2020","tonnes","65.09","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2018","2018","tonnes","114.62","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2019","2019","tonnes","23.76","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2020","2020","tonnes","138.96","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4011","Phosphate rock","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4011","Phosphate rock","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4027","PK compounds","2018","2018","tonnes","538.8","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4027","PK compounds","2019","2019","tonnes","349.42","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4027","PK compounds","2020","2020","tonnes","1104.88","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","8673.38","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","8251.51","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","7360.33","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4025","Potassium nitrate","2018","2018","tonnes","30.42","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4025","Potassium nitrate","2019","2019","tonnes","32.3","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4025","Potassium nitrate","2020","2020","tonnes","34.38","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2018","2018","tonnes","219.18","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2019","2019","tonnes","184.85","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2020","2020","tonnes","179.95","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4005","Sodium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4005","Sodium nitrate","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4005","Sodium nitrate","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","983.39","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","1084.71","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4012","Superphosphates above 35%","2020","2020","tonnes","748.14","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4013","Superphosphates, other","2018","2018","tonnes","545.93","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4013","Superphosphates, other","2019","2019","tonnes","629.35","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4013","Superphosphates, other","2020","2020","tonnes","329.17","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","91549.16","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","86959.15","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","88600.89","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2018","2018","tonnes","55049.32","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2019","2019","tonnes","56099.59","A","Official figure"
"RFB","Fertilizers by Product","703","Slovakia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2020","2020","tonnes","53660.21","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4007","Ammonia, anhydrous","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4007","Ammonia, anhydrous","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4007","Ammonia, anhydrous","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","290","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2019","2019","tonnes","143","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","211","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","2196","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","2584","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","1566","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","47809","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","54603","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","49407","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","9","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","158","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2020","2020","tonnes","477","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4030","Fertilizers n.e.c.","2018","2018","tonnes","4542","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4030","Fertilizers n.e.c.","2019","2019","tonnes","13486","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4030","Fertilizers n.e.c.","2020","2020","tonnes","2530","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2018","2018","tonnes","109","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2019","2019","tonnes","111","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2020","2020","tonnes","371","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","53758","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","48170","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","45272","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","789","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2019","2019","tonnes","776","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2020","2020","tonnes","958","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4026","Other NK compounds","2018","2018","tonnes","100","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4026","Other NK compounds","2019","2019","tonnes","151","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4026","Other NK compounds","2020","2020","tonnes","92","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4024","Other NP compounds","2018","2018","tonnes","554","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4024","Other NP compounds","2019","2019","tonnes","581","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4024","Other NP compounds","2020","2020","tonnes","232","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2018","2018","tonnes","50","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2019","2019","tonnes","364","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2020","2020","tonnes","9","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2018","2018","tonnes","9","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2019","2019","tonnes","19","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2020","2020","tonnes","10","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4011","Phosphate rock","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4011","Phosphate rock","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4011","Phosphate rock","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4027","PK compounds","2018","2018","tonnes","1644","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4027","PK compounds","2019","2019","tonnes","1132","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4027","PK compounds","2020","2020","tonnes","957","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","1177","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","974","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","969","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4025","Potassium nitrate","2018","2018","tonnes","232","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4025","Potassium nitrate","2019","2019","tonnes","97","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4025","Potassium nitrate","2020","2020","tonnes","112","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2018","2018","tonnes","246","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2019","2019","tonnes","270","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2020","2020","tonnes","326","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4005","Sodium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4005","Sodium nitrate","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4005","Sodium nitrate","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","110","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","71","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4012","Superphosphates above 35%","2020","2020","tonnes","50","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4013","Superphosphates, other","2018","2018","tonnes","750","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4013","Superphosphates, other","2019","2019","tonnes","576","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4013","Superphosphates, other","2020","2020","tonnes","615","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","14340","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","14165","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","16081","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2018","2018","tonnes","55","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2019","2019","tonnes","42","A","Official figure"
"RFB","Fertilizers by Product","705","Slovenia","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2020","2020","tonnes","38","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4007","Ammonia, anhydrous","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","72972.2","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","78709.6","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","258.5","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","380.7","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2020","2020","tonnes","198.8","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2018","2018","tonnes","3465.5","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2019","2019","tonnes","4181.3","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4022","Diammonium phosphate (DAP)","2020","2020","tonnes","2407.85","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4030","Fertilizers n.e.c.","2018","2018","tonnes","2597.4","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4030","Fertilizers n.e.c.","2019","2019","tonnes","4189.9","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4030","Fertilizers n.e.c.","2020","2020","tonnes","7958.87","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2018","2018","tonnes","765.07","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2019","2019","tonnes","6","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4023","Monoammonium phosphate (MAP)","2020","2020","tonnes","420.78","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2018","2018","tonnes","957.6","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2019","2019","tonnes","1857.2","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4021","NPK fertilizers","2020","2020","tonnes","3409.28","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4008","Other nitrogenous fertilizers, n.e.c.","2018","2018","tonnes","5188.3","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4026","Other NK compounds","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4024","Other NP compounds","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4014","Other phosphatic fertilizers, n.e.c.","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4018","Other potassic fertilizers, n.e.c.","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4011","Phosphate rock","2018","2018","tonnes","40985.78","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4011","Phosphate rock","2019","2019","tonnes","39675.8","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4011","Phosphate rock","2020","2020","tonnes","46746.1","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4027","PK compounds","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2018","2018","tonnes","131690.96","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2019","2019","tonnes","127798.6","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4016","Potassium chloride (muriate of potash) (MOP)","2020","2020","tonnes","198144.8","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4025","Potassium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2018","2018","tonnes","1452.87","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2019","2019","tonnes","427.2","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4017","Potassium sulphate (sulphate of potash) (SOP)","2020","2020","tonnes","646.75","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4005","Sodium nitrate","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4012","Superphosphates above 35%","2018","2018","tonnes","57699.14","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4012","Superphosphates above 35%","2019","2019","tonnes","55203.2","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4012","Superphosphates above 35%","2020","2020","tonnes","76666","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4013","Superphosphates, other","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4001","Urea","2018","2018","tonnes","145376.5","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4001","Urea","2019","2019","tonnes","274775.8","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4001","Urea","2020","2020","tonnes","478532.8","A","Official figure"
"RFB","Fertilizers by Product","144","Sri Lanka","5157","Agricultural Use","4006","Urea and ammonium nitrate solutions (UAN)","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4007","Ammonia, anhydrous","2018","2018","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4007","Ammonia, anhydrous","2019","2019","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4007","Ammonia, anhydrous","2020","2020","tonnes","0","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2018","2018","tonnes","38542.54","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2019","2019","tonnes","34617.3","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4003","Ammonium nitrate (AN)","2020","2020","tonnes","36429.68","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4002","Ammonium sulphate","2018","2018","tonnes","6732","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4002","Ammonium sulphate","2019","2019","tonnes","6448.51","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4002","Ammonium sulphate","2020","2020","tonnes","4657.97","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2018","2018","tonnes","403747","A","Official figure"
"RFB","Fertilizers by Product","752","Sweden","5157","Agricultural Use","4004","Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate","2019","2019","tonnes","415980","A","Official figure"
